year,method,reconstruction_status,reconstruction_failure_reason,contract_version,mask_id,scenario_family,selected_smoothing,diagnostic_n_sparse_inputs,diagnostic_minimum_reconstructed_value,diagnostic_n_negative_reconstructed_days,diagnostic_fraction_negative_reconstructed_days,diagnostic_negative_values_clipped,diagnostic_boundary_extrapolation,diagnostic_sparse_input_checksum,diagnostic_identical_sparse_input_enforced,n_pointwise_evaluation_dates,n_predictions_available,n_predictions_missing_or_nonfinite,q05_reference,q95_reference,q95_minus_q05,scale_available,scale_unavailable_reason,pointwise_metric_status,pointwise_metric_reason,bias,mae,rmse,nrmse,nrmse_status,nrmse_reason,n_common_support_dates,n_common_support_predictions,n_missing_common_support_predictions,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,negative_values_clipped,reference_peak_status,reference_peak_reason,reference_peak_time,reference_peak_value,reference_peak_plateau_start,reference_peak_plateau_end,reference_peak_plateau_days,reference_peak_at_boundary,reference_peak_distance_to_nearest_boundary_days,reconstruction_peak_status,reconstruction_peak_reason,reconstruction_peak_time,reconstruction_peak_value,reconstruction_peak_plateau_start,reconstruction_peak_plateau_end,reconstruction_peak_plateau_days,reconstruction_peak_at_boundary,reconstruction_peak_distance_to_nearest_boundary_days,seasonal_metric_status,seasonal_metric_reason,peak_timing_metric_status,peak_timing_metric_reason,signed_peak_date_error_days,absolute_peak_date_error_days,peak_timing_success_5d,peak_timing_success_10d,peak_timing_success_15d,signed_peak_magnitude_error,absolute_peak_magnitude_error,normalized_absolute_peak_magnitude_error,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,relative_integral_status,relative_integral_reason,pearson_correlation,correlation_status,correlation_reason,diagnostic_n_output_dates,diagnostic_n_finite_output_dates,diagnostic_persistent_batch_transport,deletion_fraction,deletion_level_index,replicate,seed,rng_specification,n_interior,n_delete,deleted_dates,observations_remaining,common_support_open_water_days,resulting_observation_density,resulting_maximum_internal_gap_days,frozen_first_sparse_input_date,frozen_last_sparse_input_date,result_first_sparse_input_date,result_last_sparse_input_date,event_reference_count,event_matched_count,event_missed_count,event_unavailable_count,event_recovery_fraction_5d,event_recovery_fraction_10d,event_recovery_fraction_15d,event_median_absolute_timing_error_matched_days,event_median_normalized_absolute_magnitude_error_matched
2019,timesat_double_logistic,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r004,random_deletion,,32,0.95194530487060536,0,0,False,,64e04a420a588a0cf4cd689436079a30c36233cfa1d1285b2386a5947473af98,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-2.7548883554445331,4.2729351738329076,7.9477458501622333,0.27826733516552532,ok,,233,233,0,0.95226043462753285,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-21T00:00:00,20.301708221435547,2019-08-21,2019-08-21,1,False,106,ok,,ok,,-5,5,True,True,True,-40.593191778564453,40.593191778564453,1.4212532100348512,1870.269949,1299.0827766954901,-571.18717230451011,571.18717230451011,-0.3054035983468128,ok,,0.79176991655830098,ok,,365,365,True,0.10000000000000001,1,4,20261905,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-05-29;2019-08-22;2019-11-05,32,233,0.13733905579399139,27,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,1,1,0,0.5,0.5,0.5,5,1.4212532100348512
2019,timesat_smoothing_spline,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r004,random_deletion,10,32,0.89201855659484863,0,0,False,,64e04a420a588a0cf4cd689436079a30c36233cfa1d1285b2386a5947473af98,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.5470659679532399,3.2171827557845618,7.3893769299985044,0.25871766229192161,ok,,233,233,0,0.89201855659484863,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-18T00:00:00,32.271831512451172,2019-08-18,2019-08-18,1,False,109,ok,,ok,,-8,8,False,True,True,-28.623068487548828,28.623068487548828,1.0021539619473303,1870.269949,1559.3025729656219,-310.96737603437805,310.96737603437805,-0.16626871227901979,ok,,0.79449131053358624,ok,,365,365,True,0.10000000000000001,1,4,20261905,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-05-29;2019-08-22;2019-11-05,32,233,0.13733905579399139,27,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0,1,1,7,0.58899494307287337
2019,linear_interpolation,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r005,random_deletion,,32,0.95194400000000001,0,0,False,False,05744661ca796703745891fa354d5b7511a9b65f1fe017897288fa6ea3cb537b,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.9544023084577111,3.2001234646857291,7.4593963322622994,0.26116918915817527,ok,,233,233,0,0.95194400000000001,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-25T00:00:00,29.236799999999999,2019-08-25,2019-08-25,1,False,102,ok,,ok,,-1,1,True,True,True,-31.658100000000001,31.658100000000001,1.1084168127021696,1870.269949,1477.4350849999998,-392.83486400000015,392.83486400000015,-0.2100417986237986,ok,,0.81372940864879617,ok,,,,,0.10000000000000001,1,5,20261906,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-29;2019-06-18;2019-07-28,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0.5,1,1,4,0.63966000722369865
2019,timesat_double_logistic,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r005,random_deletion,,32,0.95194536447525024,0,0,False,,05744661ca796703745891fa354d5b7511a9b65f1fe017897288fa6ea3cb537b,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-2.4948951157112504,4.2408212769565292,7.7625780812419132,0.27178422126286428,ok,,233,233,0,0.95228314399719238,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-20T12:00:00,21.533401489257812,2019-08-20,2019-08-21,2,False,106.5,ok,,ok,,-5.5,5.5,False,True,True,-39.361498510742187,39.361498510742187,1.3781290324579822,1870.269949,1353.2468166649342,-517.02313233506584,517.02313233506584,-0.27644305176988421,ok,,0.79190394811365217,ok,,365,365,True,0.10000000000000001,1,5,20261906,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-29;2019-06-18;2019-07-28,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,1,1,0,0,0.5,0.5,5.5,1.3781290324579822
2019,timesat_smoothing_spline,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r005,random_deletion,10,32,0.88918977975845326,0,0,False,,05744661ca796703745891fa354d5b7511a9b65f1fe017897288fa6ea3cb537b,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.9432353045158008,3.201033273855276,7.4236944124179756,0.25991918968880751,ok,,233,233,0,0.88918977975845326,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-17T00:00:00,28.092189788818359,2019-08-17,2019-08-17,1,False,110,ok,,ok,,-9,9,False,True,True,-32.80271021118164,32.80271021118164,1.1484920289047942,1870.269949,1479.6596750617027,-390.61027393829727,390.61027393829727,-0.2088523499760821,ok,,0.80503437354677854,ok,,365,365,True,0.10000000000000001,1,5,20261906,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-29;2019-06-18;2019-07-28,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0,1,1,7.5,0.66216623873413605
2019,linear_interpolation,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r006,random_deletion,,32,0.95194400000000001,0,0,False,False,318dcdf07bc69f4fe16edfd2cf1fa2f614ef84865cfbe1fdb1320754feb45220,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.8259406417910449,3.2237050968029211,7.4591419533323009,0.26116028281563403,ok,,233,233,0,0.95194400000000001,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-25T00:00:00,29.236799999999999,2019-08-25,2019-08-25,1,False,102,ok,,ok,,-1,1,True,True,True,-31.658100000000001,31.658100000000001,1.1084168127021696,1870.269949,1503.2558799999999,-367.01406900000006,367.01406900000006,-0.1962358798505188,ok,,0.81380042761913252,ok,,,,,0.10000000000000001,1,6,20261907,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-24;2019-07-23;2019-10-29,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0.5,1,1,4,0.63966000722369865
2019,timesat_double_logistic,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r006,random_deletion,,32,0.95194530487060536,0,0,False,,318dcdf07bc69f4fe16edfd2cf1fa2f614ef84865cfbe1fdb1320754feb45220,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-2.578227494131629,4.2074103332692232,7.7599604860005007,0.27169257373586703,ok,,233,233,0,0.95224332809448242,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-21T12:00:00,21.222858428955082,2019-08-21,2019-08-22,2,False,105.5,ok,,ok,,-4.5,4.5,True,True,True,-39.672041571044922,39.672041571044922,1.3890017995889072,1870.269949,1336.1581528186798,-534.11179618132019,534.11179618132019,-0.2855800556849562,ok,,0.79587333571638741,ok,,365,365,True,0.10000000000000001,1,6,20261907,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-24;2019-07-23;2019-10-29,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,1,1,0,0.5,0.5,0.5,4.5,1.3890017995889072
2019,timesat_smoothing_spline,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r006,random_deletion,10,32,0.89948123693466175,0,0,False,,318dcdf07bc69f4fe16edfd2cf1fa2f614ef84865cfbe1fdb1320754feb45220,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.8036479623173003,3.2733617606398364,7.4343334842826065,0.26029168602075098,ok,,233,233,0,0.89948123693466175,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-17T00:00:00,28.168718338012695,2019-08-17,2019-08-17,1,False,110,ok,,ok,,-9,9,False,True,True,-32.726181661987304,32.726181661987304,1.1458126030839553,1870.269949,1507.7225162982941,-362.54743270170593,362.54743270170593,-0.19384764904956819,ok,,0.80315448624804775,ok,,365,365,True,0.10000000000000001,1,6,20261907,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-04-24;2019-07-23;2019-10-29,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0,1,1,8.5,0.65935112369913773
2019,linear_interpolation,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r007,random_deletion,,32,0.95194400000000001,0,0,False,False,828cc0edddad960020d29fc36e4cfab58dac01dca6180e97fd0c13fb729e72eb,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.8041003930348261,3.2468303546802004,7.4649944441212996,0.26136519085454701,ok,,233,233,0,0.95194400000000001,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-25T00:00:00,29.236799999999999,2019-08-25,2019-08-25,1,False,102,ok,,ok,,-1,1,True,True,True,-31.658100000000001,31.658100000000001,1.1084168127021696,1870.269949,1507.6457700000001,-362.62417899999991,362.62417899999991,-0.19388868392709219,ok,,0.81160516221619128,ok,,,,,0.10000000000000001,1,7,20261908,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-06-08;2019-08-02;2019-11-03,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0.5,1,1,4,0.63966000722369865
2019,timesat_double_logistic,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r007,random_deletion,,32,0.95194530487060536,0,0,False,,828cc0edddad960020d29fc36e4cfab58dac01dca6180e97fd0c13fb729e72eb,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-2.4606545522723984,4.2126725595316712,7.6845436809160717,0.26905207241974688,ok,,233,233,0,0.95225578546524037,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-21T00:00:00,21.906566619873047,2019-08-21,2019-08-21,1,False,106,ok,,ok,,-5,5,True,True,True,-38.988333380126953,38.988333380126953,1.3650637346451595,1870.269949,1358.799257338047,-511.47069166195297,511.47069166195297,-0.27347426072660108,ok,,0.79630769882065477,ok,,365,365,True,0.10000000000000001,1,7,20261908,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-06-08;2019-08-02;2019-11-03,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,1,1,0,0.5,0.5,0.5,5,1.3650637346451595
2019,timesat_smoothing_spline,ok,,Reconstruction_Analysis_Contract_v1.0.1,random_2019_k1_r007,random_deletion,10,32,0.88887041807174683,0,0,False,,828cc0edddad960020d29fc36e4cfab58dac01dca6180e97fd0c13fb729e72eb,True,201,201,0,1.0535319999999999,29.615079999999978,28.561547999999977,True,,ok,,-1.7570381229482244,3.2568234048311981,7.4357438330849952,0.26034106530517881,ok,,233,233,0,0.88887041807174683,0,0,False,ok,,2019-08-26,60.8949,2019-08-26,2019-08-26,1,False,101,ok,,2019-08-18T00:00:00,27.724691390991211,2019-08-18,2019-08-18,1,False,109,ok,,ok,,-8,8,False,True,True,-33.170208609008789,33.170208609008789,1.1613589224578729,1870.269949,1517.0979960560801,-353.17195294392013,353.17195294392013,-0.1888347471619029,ok,,0.80309444574533173,ok,,365,365,True,0.10000000000000001,1,7,20261908,numpy.random.Generator(numpy.random.PCG64(seed)),33,3,2019-06-08;2019-08-02;2019-11-03,32,233,0.13733905579399139,25,2019-04-17,2019-12-05,2019-04-17,2019-12-05,2,2,0,0,0.5,1,1,6.5,0.66864922814285244
